Card Name,Card Description,Labels,Checklist,Checklist item
,,,"Tasks","- Kræv at brugere logger ind før de kan tilføje produkter til kurven."
,,,"Acceptance Criteria","- *Givet* at en kunde ønsker at tilføje produkter til en kurv, *når* de forsøger at gøre dette, *så* skal de blive bedt om at logge ind eller oprette en konto."
"US 15 - Opret Ordre","*Som* kunde, *Ønsker jeg* at skabe en ordre fra min kurv, *Med det formål* at købe de valgte produkter.","3 (yellow)",,
,,,"Tasks","- Udvikle en proces, hvor kunden kan omdanne indholdet af kurven til en ordre."
,,,"Acceptance Criteria","- *Givet* at en kunde har valgt produkter i kurven, *når* de klikker på "bestil", *så* skal de kunne gennemføre købet og se en ordrebekræftelse."
"US 16 - Ordreoversigt (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne se alle ordrer, *Med det formål* at få et overblik over arbejdsbyrden.","3 (yellow)",,
,,,"Tasks","- Udvikle et dashboard, hvor medarbejdere kan se en liste over alle aktuelle ordrer."
,,,"Acceptance Criteria","- *Givet* at en medarbejder er logget ind, *når* de tilgår dashboardet, *så* skal de kunne se og sortere alle ordrer efter status, dato og andre relevante kriterier."
"US 17 - Gennemse Nye Ordrer (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at gennemgå nye ordrer, *Med det formål* at kunne acceptere eller afvise dem.","3 (yellow)",,
,,,"Tasks","- Implementer en funktion, hvor medarbejdere kan gennemse og administrere nye ordrer."
,,,"Acceptance Criteria","- *Givet* at en ny ordre er modtaget, *når* medarbejderen gennemgår ordren, *så* skal de kunne træffe en beslutning om at acceptere eller afvise ordren baseret på lagerbeholdning og andre faktorer."
"US 18 - Ordreansvar (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne tildele en ordre til mig selv, *Med det formål* at sikre ansvarsfordelingen for ordrehåndteringen.","3 (yellow)",,
,,,"Tasks","- Udvikle et system, hvor medarbejdere kan tildele specifikke ordrer til sig selv for håndtering."
,,,"Acceptance Criteria","- *Givet* at en ordre skal behandles, *når* en medarbejder vælger ordren, *så* skal de kunne markere den som "under behandling" af sig selv."
"US 19 - Ordreklargøring (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at markere en ordre som klar til afhentning og fuldført, *Med det formål* at administrere ordreflowet effektivt.","3 (yellow)",,
,,,"Tasks","- Skab en funktion, hvor medarbejdere kan opdatere ordrens status til "klar til afhentning" og senere "afhentet"."
,,,"Acceptance Criteria","- *Givet* at en ordre er færdigpakket, *når* medarbejderen opdaterer systemet, *så* skal statussen ændres, så kunden og andre medarbejdere kan se, at ordren er klar eller afhentet."
"US 20 - Ændre Ordre i Kurv (Bruger)","*Som* bruger, *Ønsker jeg* at ændre mængden af produkter i min kurv, *Med det formål* at justere min bestilling før køb.","3 (yellow)",,
,,,"Tasks","- Implementer en redigeringsfunktion i kurven, hvor brugeren kan opdatere antallet eller fjerne produkter fra kurven."
,,,"Acceptance Criteria","- *Givet* at en bruger ønsker at ændre sin bestilling, *når* de besøger kurvsiden, *så* skal de kunne ændre antallet af produkter eller fjerne dem fra kurven."
"US 21 - Slet Bruger (Admin)","*Som* administrator, *Ønsker jeg* at kunne slette en bruger, *Med det formål* at kunne administrere medarbejdere, bedemænd og kunder.","3 (yellow)",,
,,,"Tasks","- Implementer en slet-funktion i adminpanelet for brugere."
,,,"Acceptance Criteria","- *Givet* at en bruger ikke længere skal have adgang til systemet, *når* administratoren sletter brugeren, *så* skal brugerens konto ikke længere være aktiv eller tilgængelig."
"US 29 Genskabe Produkt (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne se deaktiverede produkter og genaktivere dem, *Med det formål* at administrere produktkataloget.","5 (orange)",,
,,,"Tasks","Tilføje en funktion til at se og reaktivere deaktiverede produkter."
,,,"Acceptance Criteria","Givet at et produkt tidligere er blevet deaktiveret, *når* medarbejderen ønsker at genaktivere det, *så* skal produktet igen kunne vises og sælges på hjemmesiden."
"US 28 Leveringsvalg (Bedemand)","*Som* bedemand, *Ønsker jeg* at kunne vælge leveringssted og -tid, *Med det formål* at kunne drive min forretning.","5 (orange)",,
,,,"Tasks","Skabe et brugerinterface, hvor bedemænd kan vælge leveringsdetaljer ved bestilling."
,,,"Acceptance Criteria","Givet at en bedemand laver en bestilling, *når* de indtaster leveringsoplysninger, *så* skal disse oplysninger anvendes til ordren."
"US 31 Tekstsøgning efter Produkter (Kunde)","*Som* kunde, *Ønsker jeg* at søge efter produkter med tekst, *Med det formål* at hurtigt finde, hvad jeg har i tankerne.","8 (red)",,
,,,"Tasks","Integrer en søgefunktion i webshoppen, som tillader tekstbaseret søgning."
,,,"Acceptance Criteria","Givet at en kunde ved, hvad de leder efter, *når* de indtaster søgekriterier, *så* skal de præsenteres for relevante produktresultater."
"US 36 Visning af Søgeresultater (Bruger)","*Som* bruger, *Ønsker jeg* at kunne se mine søgeresultater, *Med det formål* at kunne vælge et produkt fra resultaterne.","2 (green)",,
,,,"Tasks","Skabe en visning, der effektivt præsenterer resultaterne af en produktsøgning."
,,,"Acceptance Criteria","Givet at en bruger har foretaget en søgning, *når* søgeresultaterne vises, *så* skal de være klare og lette at navigere i."
"US 32 Sortering og Filtrering af Søgeresultater (Bruger)","*Som* bruger, *Ønsker jeg* at kunne sortere og filtrere søgeresultaterne efter en produktsøgning, *Med det formål* bedre at finde det, jeg leder efter.","8 (red)",,
,,,"Tasks","Tilføj sortering og filtreringsmuligheder til søgeresultatsiden. Bl.a. Fritekst søgning."
,,,"Acceptance Criteria","Givet at en bruger har udført en søgning og ser på resultaterne, *når* de anvender filtrerings og sorteringsfunktionerne, *så* skal listen over produkter opdatere sig i henhold til de valgte kriterier."
"US 1 - Kunde - Produktgennemsyn","*Som* kunde, *Ønsker jeg* at kunne se butikkens portfølje i kategorier, *Med det formål* bedst at kunne vælge det produkt, der opfylder mit behov.","3 (yellow)",,
,,,"Tasks","- Implementer Razor Page, der kan fremvise alle produkter i en udvalgt kategori."
,,,"Acceptance Criteria","- *Givet* at en kunde vil se en bestemt produktkategori, *når* de leder efter et produkt der opfylder deres behov, *så* får de en tilsvarende afgrænset visning af produktkataloget."
"US 2 - Bedemand - Speciel Ordre Funktion","*Som* bedemand, *Ønsker jeg* at kunne bestille specialdesignet blomsterarrangement direkte via en dedikeret side, *Med det formål* at effektivisere bestillingsprocessen for begravelsesarrangementer.","3 (yellow)",,
,,,"Tasks","- Opret en dedikeret side for bedemænd med tilpassede bestillingsmuligheder."
,,,"Acceptance Criteria","- *Givet* at en bedemand er logget ind, *når* de tilgår den dedikerede side, *så* skal de kunne vælge og tilpasse blomsterarrangementer specielt designet til begravelser."
"US 3 - Medarbejder - Ordrehåndtering","*Som* medarbejder, *Ønsker jeg* at kunne se og administrere indkommende ordrer, *Med det formål* at effektivisere processen for ordreklargøring og levering.","3 (yellow)",,
,,,"Tasks","- Implementer en administrationsside for medarbejdere til håndtering af ordrer."
,,,"Acceptance Criteria","- *Givet* at en medarbejder er logget ind, *når* de tilgår administrationspanelet, *så* skal de kunne se en liste over aktive ordrer og opdatere deres status."
"US 4 - Bestyrer - Produktadministration","*Som* bestyrer, *Ønsker jeg* at kunne oprette og opdatere produkter i webshoppen, *Med det formål* at sikre, at produktudvalget altid er aktuelt og korrekt prissat.","3 (yellow)",,
,,,"Tasks","- Udvikle en brugergrænseflade for produktadministration i administrationspanelet."
,,,"Acceptance Criteria","- *Givet* at en bestyrer er logget ind, *når* de tilgår produktadministrationsmodulet, *så* skal de kunne tilføje nye produkter, redigere eksisterende produkter og arkivere forældede produkter."
"US 5 - Kunde - Ordreopfølgning","*Som* kunde, *Ønsker jeg* at kunne spore status for min ordre, *Med det formål* at holde mig opdateret om leveringstidspunktet.","3 (yellow)",,
,,,"Tasks","- Implementer en funktion til ordreopfølgning på kundens profilside."
,,,"Acceptance Criteria","- *Givet* at kunden har afgivet en ordre, *når* de logger ind og tjekker deres ordrestatus, *så* skal de kunne se den aktuelle status og forventet leveringstidspunkt."
"US 6 - Bedemand - Automatisk Fakturering","*Som* bedemand, *Ønsker jeg* automatisk at modtage en faktura ved bestilling, *Med det formål* at forenkle regnskabsprocessen.","3 (yellow)",,
,,,"Tasks","- Udvikle en automatisk faktureringsproces, der sender fakturaer direkte til bedemandens e-mail efter ordreafgivelse."
,,,"Acceptance Criteria","- *Givet* at en bedemand afgiver en bestilling, *når* ordren er bekræftet, *så* modtager de en faktura via e-mail."
"US 30 Kurvindikator (Kunde)","*Som* kunde, *Ønsker jeg* at se antallet af produkter i min kurv uden at være på kurvsiden, *Med det formål* at kunne holde styr på mine valgte varer med lethed.","3 (yellow)",,
,,,"Tasks","Tilføj en indikator på hjemmesiden, der viser antal produkter i kurven."
,,,"Acceptance Criteria","Givet at en kunde har tilføjet produkter til deres kurv, *når* de navigerer væk fra kurvsiden, *så* skal de stadig kunne se en indikator med antal produkter i kurven."
"US 10 Automatiske notifikationer (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at modtage automatiske notifikationer om nye ordrer, *Med det formål* at kunne påbegynde ordrebehandling så hurtigt som muligt.","5 (orange)",,
,,,"Tasks","Implementer en notifikationsfunktion, der alarmerer medarbejdere om nye ordrer via e-mail eller systempopup."
,,,"Acceptance Criteria","Givet at en ny ordre er afgivet, *når* ordren registreres i systemet, *så* modtager relevante medarbejdere en notifikation."
"US 8 Salgsrapporter (Bestyrer)","*Som* bestyrer, *Ønsker jeg* at kunne generere detaljerede salgsrapporter, *Med det formål* at analysere salgstendenser og foretage datadrevne beslutninger.","8 (red)",,
,,,"Tasks","Udvikle en funktion til at generere og eksportere salgsrapporter i administrationspanelet."
,,,"Acceptance Criteria","Givet at en bestyrer ønsker at se salgsdata, *når* de vælger rapporteringsperioden og genererer rapporten, *så* præsenteres de for en detaljeret rapport over salg fordelt på produkter, kategorier og tidspunkter."
"US 6 Automatisk Fakturering (Bedemand)","*Som* bedemand, *Ønsker jeg* automatisk at modtage en faktura ved bestilling, *Med det formål* at forenkle regnskabsprocessen.","5 (orange)",,
,,,"Tasks","Udvikle en automatisk faktureringsproces, der sender fakturaer direkte til bedemandens e-mail efter ordreafgivelse."
,,,"Acceptance Criteria","Givet at en bedemand afgiver en bestilling, *når* ordren er bekræftet, *så* modtager de en faktura via e-mail."
"US 21 Slet Bruger (Admin)","*Som* administrator, *Ønsker jeg* at kunne slette en bruger, *Med det formål* at kunne administrere medarbejdere, bedemænd og kunder.","2 (green)",,
,,,"Tasks","Implementer en slet-funktion i adminpanelet for brugere. Denne må ikke Cascade slette, så Ordre bliver slettet."
,,,"Acceptance Criteria","Givet at en bruger ikke længere skal have adgang til systemet, *når* administratoren sletter brugeren, *så* skal brugerens konto ikke længere være aktiv eller tilgængelig."
"US 41 Slette personlige oplysninger (Kunde)","Som kunde vil jeg kunne slette mine personlige oplysninger, så jeg kan sikre, at de ikke længere er tilgængelige.","5 (orange)",,
,,,"Tasks","Oprette funktion, hvor kundens oplysninger bliver slettet"
,,,,"Bevar en GUID, så butikkens oversigt over ordre ikke bliver påvirket"
,,,"Acceptance Criteria","Givet at en en kunde vil slette sine oplysninger, når kunden ønsker det, så bliver de berørte oplysninger slettet, men uden at påvirke bl.a. butikkens regnskabspligt"
"US 17 Gennemse Nye Ordrer (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at gennemgå nye ordrer, *Med det formål* at kunne acceptere eller afvise dem.","3 (yellow)",,
,,,"Tasks","Implementer en funktion, hvor medarbejdere kan gennemse og administrere nye ordrer."
,,,"Acceptance Criteria","- Givet at en ny ordre er modtaget, *når* medarbejderen gennemgår ordren, *så* skal de kunne træffe en beslutning om at acceptere eller afvise ordren baseret på lagerbeholdning og andre faktorer."
"US 16 Ordreoversigt (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne se alle ordrer, *Med det formål* at få et overblik over arbejdsbyrden.","3 (yellow)",,
,,,"Tasks","Udvikle et dashboard, hvor medarbejdere kan se en liste over alle aktuelle ordrer."
,,,"Acceptance Criteria","- Givet at en medarbejder er logget ind, *når* de tilgår dashboardet, *så* skal de kunne se og sortere alle ordrer efter status, dato og andre relevante kriterier."
"US 15 Opret Ordre","*Som* kunde, *Ønsker jeg* at skabe en ordre fra min kurv, *Med det formål* at købe de valgte produkter.","3 (yellow)",,
,,,"Tasks","Udvikle en proces, hvor kunden kan omdanne indholdet af kurven til en ordre."
,,,"Acceptance Criteria","- Givet at en kunde har valgt produkter i kurven, *når* de klikker på "bestil", *så* skal de kunne gennemføre købet og se en ordrebekræftelse."
"US 14 Adgang til Kurv","*Som* ejer, *Ønsker jeg* at kunden skal være logget ind for at få adgang til kurven, *Med det formål* at undgå anonyme køb.","3 (yellow)",,
,,,"Tasks","Kræv at brugere logger ind før de kan tilføje produkter til kurven."
,,,"Acceptance Criteria","- Givet at en kunde ønsker at tilføje produkter til en kurv, *når* de forsøger at gøre dette, *så* skal de blive bedt om at logge ind eller oprette en konto."
"US 13 Tilføj til Kurv","*Som* bruger, *Ønsker jeg* at tilføje et produkt til min kurv, *Med det formål* at samle min bestilling.","3 (yellow)",,
,,,"Tasks","Implementer en funktion til at tilføje produkter til en indkøbskurv."
,,,"Acceptance Criteria","- Givet at en bruger vælger et produkt, *når* de klikker på "tilføj til kurv"-knappen, *så* skal produktet blive tilføjet til deres kurv."
"US 12 Se Produkter","*Som* kunde, *Ønsker jeg* at se alle tilgængelige produkter, *Med det formål* at vælge et produkt.","3 (yellow)",,
,,,"Tasks","Implementer en produktoversigtsside med alle tilgængelige produkter."
,,,"Acceptance Criteria","- Givet at en kunde besøger produktoversigtssiden, *når* de kigger igennem siden, *så* skal de kunne se alle produkter, der er til salg."
"US 11 Kunde Feedback og anmeldelser","*Som* kunde, *Ønsker jeg* at kunne afgive feedback og anmelde produkter, *Med det formål* at dele min oplevelse med andre kunder og hjælpe dem med at træffe informerede købsbeslutninger.","3 (yellow)",,
,,,"Tasks","Implementer en feedbackog anmeldelsesfunktion på produkt siderne."
,,,"Acceptance Criteria","- Givet at en kunde har købt et produkt, *når* de besøger produktets side efter købet, *så* skal de kunne skrive og indsende en anmeldelse."
"US 10 Medarbejder Automatiske notifikationer","*Som* medarbejder, *Ønsker jeg* at modtage automatiske notifikationer om nye ordrer, *Med det formål* at kunne påbegynde ordrebehandling så hurtigt som muligt.","3 (yellow)",,
,,,"Tasks","Implementer en notifikationsfunktion, der alarmerer medarbejdere om nye ordrer via e-mail eller systempopup."
,,,"Acceptance Criteria","- Givet at en ny ordre er afgivet, *når* ordren registreres i systemet, *så* modtager relevante medarbejdere en notifikation."
"US 9 Kunde Gavekort og rabatkoder","*Som* kunde, *Ønsker jeg* at kunne anvende gavekort og rabatkoder ved checkout, *Med det formål* at udnytte tilbud og spare penge på køb.","3 (yellow)",,
,,,"Tasks","Udvikle en funktion, der tillader kunder at indløse gavekort og anvende rabatkoder ved betaling."
,,,"Acceptance Criteria","- Givet at en kunde har et gyldigt gavekort eller rabatkode, *når* de indtaster koden ved checkout, *så* skal den pågældende rabat eller gavekortets værdi fratrækkes fra den samlede ordre."
"US 8 Bestyrer Salgsrapporter","*Som* bestyrer, *Ønsker jeg* at kunne generere detaljerede salgsrapporter, *Med det formål* at analysere salgstendenser og foretage datadrevne beslutninger.","3 (yellow)",,
,,,"Tasks","Udvikle en funktion til at generere og eksportere salgsrapporter i administrationspanelet."
,,,"Acceptance Criteria","- Givet at en bestyrer ønsker at se salgsdata, *når* de vælger rapporteringsperioden og genererer rapporten, *så* præsenteres de for en detaljeret rapport over salg fordelt på produkter, kategorier og tidspunkter."
"US 7 Medarbejder Lagerstyring","*Som* medarbejder, *Ønsker jeg* et dashboard til at monitorere lagerstatus, *Med det formål* at forebygge mangler og optimere lagerbeholdningen.","3 (yellow)",,
,,,"Tasks","Implementer et lagerstyringsmodul i medarbejderens administrationspanel."
,,,"Acceptance Criteria","- Givet at en medarbejder ønsker at tjekke lagerstatus, *når* de logger ind på dashboardet, *så* skal de kunne se aktuelle lagerantal for alle produkter."
"US 6 Bedemand Automatisk Fakturering","*Som* bedemand, *Ønsker jeg* automatisk at modtage en faktura ved bestilling, *Med det formål* at forenkle regnskabsprocessen.","3 (yellow)",,
,,,"Tasks","Udvikle en automatisk faktureringsproces, der sender fakturaer direkte til bedemandens e-mail efter ordreafgivelse."
,,,"Acceptance Criteria","- Givet at en bedemand afgiver en bestilling, *når* ordren er bekræftet, *så* modtager de en faktura via e-mail."
"US 5 Kunde Ordreopfølgning","*Som* kunde, *Ønsker jeg* at kunne spore status for min ordre, *Med det formål* at holde mig opdateret om leveringstidspunktet.","3 (yellow)",,
,,,"Tasks","Implementer en funktion til ordreopfølgning på kundens profilside."
,,,"Acceptance Criteria","- Givet at kunden har afgivet en ordre, *når* de logger ind og tjekker deres ordrestatus, *så* skal de kunne se den aktuelle status og forventet leveringstidspunkt."
"US 1 - Kunde, Produktgennemsyn","Som, ønsker jeg, med det formål","3 (yellow)",,
,,,"Tasks","Opgave 1"
,,,,"Opgave 2"
,,,"Acceptance Criteria","Opgave 3"
,,,,"Opgave 4"
"US 4 Bestyrer Produktadministration","*Som* bestyrer, *Ønsker jeg* at kunne oprette og opdatere produkter i webshoppen, *Med det formål* at sikre, at produktudvalget altid er aktuelt og korrekt prissat.","3 (yellow)",,
,,,"Tasks","Udvikle en brugergrænseflade for produktadministration i administrationspanelet."
,,,"Acceptance Criteria","- Givet at en bestyrer er logget ind, *når* de tilgår produktadministrationsmodulet, *så* skal de kunne tilføje nye produkter, redigere eksisterende produkter og arkivere forældede produkter."
"US 2 - Kunde, Produktgennemsyn","Som, ønsker jeg, med det formål","5 (orange)",,
,,,"Tasks","Opgave 1"
,,,,"Opgave 2"
,,,"Acceptance Criteria","Opgave 3"
,,,,"Opgave 4"
"US 3 Medarbejder Ordrehåndtering","*Som* medarbejder, *Ønsker jeg* at kunne se og administrere indkommende ordrer, *Med det formål* at effektivisere processen for ordreklargøring og levering.","3 (yellow)",,
,,,"Tasks","Implementer en administrationsside for medarbejdere til håndtering af ordrer."
,,,"Acceptance Criteria","- Givet at en medarbejder er logget ind, *når* de tilgår administrationspanelet, *så* skal de kunne se en liste over aktive ordrer og opdatere deres status."
"1. User Story: Kunde - Produktgennemsyn","- **Som** kunde,- **Ønsker jeg** at kunne se butikkens portefølje i kategorier,- **Med det formål** bedst at kunne vælge det produkt, der opfylder mit behov.Som kunde,Ønsker jeg at kunne se butikkens portefølje i kategorier,Med det formål bedst at kunne vælge det produkt, der opfylder mit behov.","3 (yellow)",,
,,,"Acceptance Criteria","Givet at en kunde vil se en bestemt produktkategori, når de leder efter et produkt der opfylder deres behov, så får de en tilsvarende afgrænset visning af produktkataloget."
,,,"Tasks ","Implementer Razor Page, der kan fremvise alle produkter i en udvalgt kategori."
"US 37 - Navigation i Profil (Kunde)","*Som* kunde, *Ønsker jeg* at kunne navigere nemt på mine profilsider, *Med det formål* at brugeroplevelsen føles glidende og uforstyrret.","3 (yellow)",,
,,,"Tasks","- Design en brugervenlig og intuitiv grænseflade for kundens profilområde."
,,,"Acceptance Criteria","- *Givet* at en kunde ønsker at administrere sin profil, *når* de navigerer på deres profil, *så* skal de kunne gøre det uden forvirring eller forstyrrelser."
"US 2 Bedemand Speciel Ordre Funktion","*Som* bedemand, *Ønsker jeg* at kunne bestille specialdesignet blomsterarrangement direkte via en dedikeret side, *Med det formål* at effektivisere bestillingsprocessen for begravelsesarrangementer.","3 (yellow)",,
,,,"Tasks","Opret en dedikeret side for bedemænd med tilpassede bestillingsmuligheder."
,,,"Acceptance Criteria","- Givet at en bedemand er logget ind, *når* de tilgår den dedikerede side, *så* skal de kunne vælge og tilpasse blomsterarrangementer specielt designet til begravelser."
"2. User Story: Bedemand - Speciel Ordre Funktion","- **Som** bedemand,- **Ønsker jeg** at kunne bestille specialdesignet blomsterarrangement direkte via en dedikeret side,- **Med det formål** at effektivisere bestillingsprocessen for begravelsesarrangementer.Som bedemandønsker jeg at kunne bestille specialdesignet blomsterarrangement direkte via en dedikeret sidemed det formål at effektivisere bestillingsprocessen for begravelsesarrangementer.","5 (orange)",,
,,,"Tasks ","Opret en dedikeret side for bedemænd med tilpassede bestillingsmuligheder."
,,,"Acceptance Criteria","Givet at en bedemand er logget ind, når de tilgår den dedikerede side, så skal de kunne vælge og tilpasse blomsterarrangementer specielt designet til begravelser."
"US 36 - Visning af Søgeresultater (Bruger)","*Som* bruger, *Ønsker jeg* at kunne se mine søgeresultater, *Med det formål* at kunne vælge et produkt fra resultaterne.","3 (yellow)",,
,,,"Tasks","- Skabe en visning, der effektivt præsenterer resultaterne af en produktsøgning."
,,,"Acceptance Criteria","- *Givet* at en bruger har foretaget en søgning, *når* søgeresultaterne vises, *så* skal de være klare og lette at navigere i."
"US 1 Kunde Produktgennemsyn","*Som* kunde, *Ønsker jeg* at kunne se butikkens portfølje i kategorier, *Med det formål* bedst at kunne vælge det produkt, der opfylder mit behov.","3 (yellow)",,
,,,"Tasks","Implementer Razor Page, der kan fremvise alle produkter i en udvalgt kategori."
,,,"Acceptance Criteria","- Givet at en kunde vil se en bestemt produktkategori, *når* de leder efter et produkt der opfylder deres behov, *så* får de en tilsvarende afgrænset visning af produktkataloget."
"US 35 - Opdatere Ordrestatus (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne opdatere ordrestatus, *Med det formål* at tydeliggøre for alle brugere, hvor langt ordren er i processen.","3 (yellow)",,
,,,"Tasks","- Skabe en funktion, der tillader medarbejdere at opdatere status for en ordre i realtid."
,,,"Acceptance Criteria","- *Givet* at en ordre er i gang med at blive ekspederet, *når* medarbejderen opdaterer ordrens status, *så* skal denne opdatering være synlig for alle relevante parter, herunder andre medarbejdere og kunden, hvis de tjekker status online."
"US 34 - Se Ordredetaljer (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne se ordredetaljer om blomsterarrangementet, *Med det formål* at kunne ekspedere ordrer korrekt og effektivt.","3 (yellow)",,
,,,"Tasks","- Udvikle en funktion, der viser fulde detaljer for hver ordre, inklusive specifikationer for blomsterarrangementet."
,,,"Acceptance Criteria","- *Givet* at en medarbejder behandler en ordre, *når* de tilgår ordren på systemet, *så* skal de kunne se alle relevante detaljer om blomsterarrangementet, som er nødvendige for at færdiggøre ordren korrekt."
"US 33 - Log Ind på Ordreportal (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne logge ind på ordreportalen, *Med det formål* at kunne ekspedere ordrer.","3 (yellow)",,
,,,"Tasks","- Implementer en sikker log ind-funktion specifikt for medarbejdere på ordreportalen."
,,,"Acceptance Criteria","- *Givet* at en medarbejder står foran sin arbejdsstation, *når* de indtaster deres legitimationsoplysninger, *så* skal de have adgang til ordreportalen, hvor de kan administrere ordrer."
"US 32 - Sortering og Filtrering af Søgeresultater (Bruger)","*Som* bruger, *Ønsker jeg* at kunne sortere og filtrere søgeresultaterne efter en produktsøgning, *Med det formål* bedre at finde det, jeg leder efter.","3 (yellow)",,
,,,"Tasks","- Tilføj sortering og filtreringsmuligheder til søgeresultatsiden."
,,,"Acceptance Criteria","- *Givet* at en bruger har udført en søgning og ser på resultaterne, *når* de anvender filtrerings- og sorteringsfunktionerne, *så* skal listen over produkter opdatere sig i henhold til de valgte kriterier."
"US 31 - Tekstsøgning efter Produkter (Kunde)","*Som* kunde, *Ønsker jeg* at søge efter produkter med tekst, *Med det formål* at hurtigt finde, hvad jeg har i tankerne.","3 (yellow)",,
,,,"Tasks","- Integrer en søgefunktion i webshoppen, som tillader tekstbaseret søgning."
,,,"Acceptance Criteria","- *Givet* at en kunde ved, hvad de leder efter, *når* de indtaster søgekriterier, *så* skal de præsenteres for relevante produktresultater."
"US 30 - Kurvindikator (Kunde)","*Som* kunde, *Ønsker jeg* at se antallet af produkter i min kurv uden at være på kurvsiden, *Med det formål* at kunne holde styr på mine valgte varer med lethed.","3 (yellow)",,
,,,"Tasks","- Tilføj en indikator på hjemmesiden, der viser antal produkter i kurven."
,,,"Acceptance Criteria","- *Givet* at en kunde har tilføjet produkter til deres kurv, *når* de navigerer væk fra kurvsiden, *så* skal de stadig kunne se en indikator med antal produkter i kurven."
"US 29 - Genskabe Produkt (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at kunne se deaktiverede produkter og genaktivere dem, *Med det formål* at administrere produktkataloget.","3 (yellow)",,
,,,"Tasks","- Tilføje en funktion til at se og reaktivere deaktiverede produkter."
,,,"Acceptance Criteria","- *Givet* at et produkt tidligere er blevet deaktiveret, *når* medarbejderen ønsker at genaktivere det, *så* skal produktet igen kunne vises og sælges på hjemmesiden."
"US 28 - Leveringsvalg (Bedemand)","*Som* bedemand, *Ønsker jeg* at kunne vælge leveringssted og -tid, *Med det formål* at kunne drive min forretning.","3 (yellow)",,
,,,"Tasks","- Skabe et brugerinterface, hvor bedemænd kan vælge leveringsdetaljer ved bestilling."
,,,"Acceptance Criteria","- *Givet* at en bedemand laver en bestilling, *når* de indtaster leveringsoplysninger, *så* skal disse oplysninger anvendes til ordren."
"US 27 - Ordrenotifikationer (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at modtage en notifikation fra systemet, når en ny ordre indsendes, *Med det formål* at kunne ekspedere ordren hurtigt.","3 (yellow)",,
,,,"Tasks","- Implementere et system til at sende automatisk notifikation til medarbejderne om nye ordrer."
,,,"Acceptance Criteria","- *Givet* at en ny ordre er indsendt, *når* systemet registrerer ordren, *så* skal medarbejderne modtage en notifikation."
"US 26 - Produktfiltrering (Kunde)","*Som* kunde, *Ønsker jeg* at kunne filtrere produkter på produktsiden, *Med det formål* nemt at finde det rigtige produkt.","3 (yellow)",,
,,,"Tasks","- Oprette filter- og sorteringsfunktioner i ordreoversigten."
,,,"Acceptance Criteria","- *Givet* at en kunde søger efter et specifikt produkt, *når* de bruger filterfunktionerne, *så* skal de kunne se en filtreret liste af produkter, der matcher deres kriterier."
"","","",,
,,,"Acceptance Criteria","- *Givet* at der er behov for at organisere ordrer, *når* medarbejderen anvender filter- og sorteringsfunktionerne, *så* skal de kunne se en organiseret liste over ordrer."
"US 25 - Ordrefilter og -sortering (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at filtrere og sortere ordrer, *Med det formål* at få et overblik over ordrer, der er forfaldne eller som jeg er ansvarlig for.","3 (yellow)",,
"US 24 - Deaktiver Produkt (Medarbejder/Administrator)","*Som* medarbejder/administrator, *Ønsker jeg* at kunne deaktivere et produkt, *Med det formål* at fjerne gamle produkter fra produktkataloget.","3 (yellow)",,
,,,"Tasks","- Implementer en funktion til at deaktivere produkter i produktoversigten."
,,,"Acceptance Criteria","- *Givet* at et produkt ikke længere skal sælges, *når* medarbejder/administrator deaktiverer produktet i systemet, *så* skal produktet ikke længere være synligt for kunder."
"US 23 - Opret Nyt Produkt (Medarbejder/Administrator)","*Som* medarbejder/administrator, *Ønsker jeg* at kunne oprette et nyt produkt, *Med det formål* at holde produktkataloget opdateret med nye varer.","3 (yellow)",,
,,,"Tasks","- Skabe en tilføj produkt-funktion på webshoppen for medarbejdere og administratorer."
,,,"Acceptance Criteria","- *Givet* at webshoppen skal have nye produkter tilføjet, *når* medarbejder/administrator indtaster produktdetaljerne og uploader billeder, *så* skal det nye produkt være tilgængeligt i webshoppen."
"US 22 - Produktopdatering (Medarbejder)","*Som* medarbejder, *Ønsker jeg* at opdatere produkter, *Med det formål* at styre lagerbeholdningen.","3 (yellow)",,
,,,"Tasks","- Udvikle et interface til opdatering af produktinformationer og lagerstatus."
,,,"Acceptance Criteria","- *Givet* at et produkt behøver en opdatering, *når* medarbejderen ændrer informationen i systemet, *så* skal disse ændringer være synlige på webshoppen."
"US X Template ()","","5 (orange)",,
